,Count,Count,Count,Count, Avg SC Ratio, Avg SC Ratio, Avg SC Ratio, Avg SC Ratio,Avg ReLy,Avg ReLy,Avg ReLy,Avg ReLy,Avg semantic diff,Avg semantic diff,Avg semantic diff,Avg semantic diff,Avg NSC similarity,Avg NSC similarity,Avg NSC similarity,Avg NSC similarity,Avg SC similarity,Avg SC similarity,Avg SC similarity,Avg SC similarity,Avg references,Avg references,Avg references,Avg references,Average SCs,Average SCs,Average SCs,Average SCs,Size
Microbiology(Q3),25,1204,285.8421052631579,361.35689701117354,0.016191911,0.130133031,0.07792614252631579,0.029109370096379057,-1.74965291,-0.060719769,-0.5968155501578947,0.35137796619696343,-0.160974423,-0.021801409,-0.08160408505263157,0.03196116169750325,0.55278616,0.646914037,0.6133956541578948,0.026210262864010365,0.618380306,0.736452506,0.6949997394736842,0.03260518708946414,18.0,102.8292683,34.62331422842105,18.33385541306203,1.16,2.770491803,1.8870752222631577,0.4911432108904666,19
Ophthalmology(Q2),26,1759,326.36842105263156,428.3796616354749,0.044760228,0.156010884,0.08184046257894736,0.03823065751249146,-1.414718978,0.127030126,-0.34646326636842106,0.34740857767900113,-0.132762592,0.021789212,-0.04172014731578948,0.03719699434590875,0.284840498,0.657614244,0.4532111379473684,0.09635647219431132,0.342965428,0.719777927,0.494931285368421,0.10807732006547173,22.4028777,61.921875,37.65902663315789,12.145684365046764,1.294117647,4.712328767,2.260900112263158,0.9469755426242522,19
CellularandMolecularNeuroscience(Q1),22,3821,1051.421052631579,1178.6512214197999,0.016613374,0.165769419,0.05549309221052632,0.03994513132130626,-0.832946764,0.122091538,-0.2176996005263158,0.22964159472819304,-0.139339364,0.040044611,-0.047080076,0.0477756184700095,0.3657008,0.696648583,0.5774705978421053,0.099467729205834,0.363088068,0.755692629,0.6245506737368421,0.1335979155463693,25.69308446,120.7098943,70.85459210631579,23.20230733662147,1.181818182,7.406961528,2.6303389600526317,1.532749753342399,19
Urology(Q1),22,1186,285.1666666666667,351.51524943910374,0.025344725,0.208289113,0.08081668888888889,0.04877120945316241,-0.883736964,0.233801315,-0.30221970305555557,0.25410622390988086,-0.162514444,0.020054142,-0.06232323227777778,0.05926581270151973,0.170731517,0.584785125,0.4305037757222222,0.09446498633221175,0.288334191,0.727088466,0.49282700794444445,0.12418874457535696,23.04166667,101.7988827,38.26265385055555,17.86287724575838,1.033333333,4.885,2.293594205222222,1.1587585492664507,18
PathologyandForensicMedicine(Q2),23,623,142.05555555555554,151.76935760718214,0.043112087,0.138264565,0.08914665194444443,0.030644421488353724,-1.779030258,0.419002669,-0.4802237356111111,0.5242502898294891,-0.139416892,0.030065681,-0.0598224325,0.04980162217994174,0.319837405,0.663380982,0.5452082447222222,0.09429142106090091,0.371414174,0.749864634,0.6050306769444445,0.128374845062686,24.26582278,55.83870968,35.008196053333336,8.39830529259137,1.26446281,4.491935484,2.3347137975,0.8307036854657305,18
Toxicology(Q2),28,1131,212.05555555555554,267.7310925322211,0.037993005,0.132564176,0.0746267873888889,0.027291182963531932,-1.499628138,0.483050067,-0.5110447600555555,0.37408343445190606,-0.148177036,0.038322286,-0.07896622272222223,0.04169610284456109,0.359279478,0.674507835,0.5949970019444444,0.08032620432813338,0.374612537,0.761435908,0.6739632246111111,0.11206884069663096,19.88847584,78.93703704,44.42629095222222,15.161018683927137,1.393939394,4.773648649,2.5968067410555555,0.8108446090291774,18
Dentistry(miscellaneous)(Q1),25,1156,237.0,301.179641527425,0.032950318,0.267248384,0.099775567,0.06764555528486609,-1.884407976,0.999206764,-0.3848686198333333,0.6029213140253742,-0.152994837,0.039794788,-0.046015458,0.05204308583136831,0.414265009,0.645624671,0.5208177685000001,0.07394833972309098,0.398319242,0.750888072,0.5668332265,0.11780357596103917,25.68918919,69.12162162,41.63022695555556,12.401326858506572,1.387755102,9.061946903,3.3518590618333333,2.2423349624053133,18
OrganicChemistry(Q1),60,4189,754.4444444444445,1052.5322530881651,0.013137329,0.25776214,0.08870035383333333,0.06599931914693387,-2.147119826,0.008989223,-0.6960613745555555,0.6050285887619028,-0.136038622,0.006833217,-0.07517449305555556,0.03620516407091554,0.567287608,0.667448742,0.6040515939444444,0.026189688949504342,0.57595575,0.746103777,0.679226087,0.04818859638919917,23.30620985,152.9189189,53.00858808611111,38.329534755169234,1.488222698,7.336569579,2.9396165086111115,1.5427837740701265,18
Microbiology(medical)(Q2),26,1929,321.94444444444446,493.57155416916737,0.016191911,0.118719344,0.057064972222222225,0.026255731978317425,-0.71167945,0.07362311,-0.3172150198888889,0.2236471991819957,-0.128498539,0.022757198,-0.06498828838888888,0.04322666071085336,0.320494697,0.637428948,0.5571772245,0.09377126092505368,0.320122934,0.73355819,0.6221655128333333,0.13165956697657302,29.91666667,102.8292683,49.69236994222222,20.769890568414407,1.161290323,3.584269663,1.8993819854444445,0.6947074616450942,18
CellularandMolecularNeuroscience(Q3),31,3019,613.6666666666666,813.83493050965,0.025945933,0.108852341,0.05375482633333333,0.024373221865315764,-0.899300349,0.058457629,-0.37008484855555557,0.27837565232521383,-0.114187271,0.021209001,-0.061383993611111104,0.04232986209837193,0.385237002,0.681549812,0.5861637275555556,0.08221371516918058,0.368265547,0.746213219,0.6475477211111111,0.1164236867207456,29.6934801,88.80813953,61.857530516111105,19.14659288889637,1.24301676,4.773648649,2.424040737555556,1.0616713068052162,18
SociologyandPoliticalScience(Q1),21,741,187.22222222222223,228.66789572641744,0.042332361,0.572243973,0.13655822272222223,0.12882463471880268,-4.234535126,0.360715906,-0.8145375512777778,1.2242729725526769,-0.144218961,0.024790904,-0.06115992544444445,0.051356579380392994,0.308211945,0.699489285,0.5521065142222222,0.1382001903650879,0.302743577,0.774188377,0.6132664395555555,0.1649412256885464,19.0,43.95522388,30.66897371055556,6.828881522454547,1.413793103,10.96456086,3.3265976363888887,2.843226847421418,18
InternalMedicine(Q2),21,997,231.0,236.3805195019251,0.029803051,0.15169824,0.06726961352941177,0.031537023219419064,-0.987328549,0.056926076,-0.42605556641176473,0.3156920168226628,-0.153391792,0.019127714,-0.06456840223529411,0.044630860756943794,0.343278176,0.558393013,0.4490231188823529,0.07294949578334375,0.353632707,0.706334907,0.5135915214117647,0.10705981640702,28.37412237,68.27586207,38.26257160764706,10.461356332953569,1.136363636,3.652370203,1.9192832828235296,0.7703880113088093,17
CriticalCareandIntensiveCareMedicine(Q1),25,4215,932.7058823529412,1254.526293302869,0.02900452,0.147412251,0.09286599911764706,0.03719102321887143,-1.185633068,0.122471277,-0.2991116798235294,0.29409417647446234,-0.111960119,0.007876322,-0.037646926000000004,0.02799760447432681,0.268939826,0.537863381,0.40239873323529407,0.07515863843127735,0.306004432,0.649823501,0.44004565947058827,0.09385931627358397,30.30177936,53.88,39.36885714588235,7.278015912743269,1.540540541,5.113739305,3.055790474,1.248492315533759,17
ClinicalBiochemistry(Q3),22,957,252.58823529411765,314.9297657461758,0.027115539,0.176909171,0.07328430982352942,0.03627291010295531,-1.09826066,0.534889326,-0.4967975084705882,0.46152789808575373,-0.189664046,0.086230104,-0.07065887629411766,0.06383130019874568,0.164090857,0.657206041,0.5272751669411765,0.12428934712827637,0.260601218,0.786109351,0.5979340431176471,0.15845388968613494,23.75214724,134.0,44.545189436470594,27.202493972875455,1.269230769,6.261029412,2.199500815117647,1.13975530692842,17
AppliedMicrobiologyandBiotechnology(Q1),24,20882,1567.235294117647,4993.142992262135,0.015308478,0.212188518,0.07527283582352941,0.0458562817261769,-1.840389301,0.231543316,-0.4054919362352941,0.4785869858152338,-0.115380677,0.019273544,-0.058491696823529414,0.03926190079668208,0.45024388,0.65991794,0.5833274535294117,0.07785754695824801,0.445275388,0.745049786,0.6418191502941176,0.10831119157170396,31.0056338,155.75,54.715718087058825,30.51325314318525,1.138888889,5.838808543,2.801963764117647,1.3170031572407948,17
GeriatricsandGerontology(Q2),22,1001,159.23529411764707,305.3908416709162,0.023969324,0.113422495,0.05992578876470588,0.024170281580497395,-1.363080183,0.24531397,-0.379437082,0.38180020610897264,-0.156041363,-0.001924452,-0.08036375158823529,0.05164521649977789,0.295976818,0.592938632,0.46411331417647056,0.09267905970864386,0.321536003,0.716205695,0.5444770657647059,0.13686660368129425,25.82608696,78.27272727,42.75517945058824,14.656920585986661,1.216216216,3.217204301,1.909015759588235,0.6084861712617448,17
AnesthesiologyandPainMedicine(Q2),25,481,182.41176470588235,155.1213471864565,0.042107994,0.131741752,0.07803688135294118,0.02539144031084328,-0.640876326,0.213582961,-0.22494754211764706,0.2558703489587182,-0.134550741,0.020804679,-0.041260496411764706,0.03562167741257939,0.257821242,0.53576039,0.4534517366470588,0.07434170005270653,0.257761542,0.652570678,0.494712233,0.09698729978363763,19.75590551,52.46666667,32.488432125882355,10.606405648047023,1.244604317,4.244444444,2.006883008941177,0.7412420308968549,17
DevelopmentalBiology(Q2),27,1869,577.3529411764706,690.5601839427603,0.02883129,0.109989493,0.06055025947058823,0.021582624553165983,-1.113188996,0.152193888,-0.31824633776470584,0.3147576113656739,-0.137917356,0.042128181,-0.04558218282352941,0.045816033287822265,0.349274607,0.685351722,0.5747169288823529,0.0969162708421771,0.377351574,0.746117759,0.6202991118235294,0.1285593364266784,33.71095269,73.88541667,54.07164329647059,11.423170569915332,1.279411765,4.895833333,2.7342215257647062,1.0211856553710301,17
SocialPsychology(Q1),31,1752,384.94117647058823,524.3957797537365,0.038028637,0.287739628,0.11330831270588236,0.060599185652918434,-1.613458295,-0.024200871,-0.8634781019411765,0.5395216795158755,-0.148417252,-0.002015022,-0.08256659923529411,0.042952502728491666,0.357386739,0.693773131,0.6013059418235294,0.08214505925440223,0.375334944,0.780574811,0.6838725407058823,0.10709292707499979,24.48387097,53.41509434,33.46451019705882,6.892426037394064,1.175,9.892405063,3.3689447517058824,2.1348925371482217,17
"Health,ToxicologyandMutagenesis(Q2)",21,5333,673.2352941176471,1363.5635999748856,0.042804216,0.204141612,0.08872967605882354,0.037318586984021324,-2.460309311,0.028315469,-0.7243255715294117,0.555492174772486,-0.127217005,-0.002937291,-0.08829883364705882,0.031953440735204494,0.470083956,0.679934198,0.6064824553529412,0.052686185568132544,0.530203407,0.778893493,0.694781289117647,0.05467414895157256,19.88847584,54.06451613,35.04163413705882,8.968142249845371,1.269230769,4.509756098,2.3516959785294116,0.8797582297172553,17
Dermatology(Q1),21,1498,265.8235294117647,370.9931325668505,0.042492701,0.174631518,0.09575056570588235,0.03736051208864762,-2.334522396,0.214395884,-0.5441759124117647,0.6085396083100806,-0.194568218,0.010464123,-0.061712368764705886,0.057994807554601006,0.170041632,0.608894201,0.4625521577058823,0.13572393523203594,0.288334191,0.734532955,0.5242645265294117,0.14402459666578313,24.04761905,57.52739726,35.86468182882353,9.544837871316938,1.238095238,4.252465483,2.7380694217058825,0.9592139168516765,17
OrganicChemistry(Q2),22,4499,786.4117647058823,1293.047710779823,0.04083367,0.120057572,0.07050571417647059,0.025826711737237506,-1.052639671,-0.050607801,-0.5478155358235294,0.2952509221511248,-0.129204733,-0.000962991,-0.07997478858823528,0.03430498125764591,0.435704027,0.657442181,0.592529329117647,0.049805164451698705,0.436667018,0.737407991,0.6725041178235295,0.06924118469315098,21.40952381,68.27272727,38.265654232352944,11.449999997312887,1.227272727,3.138243403,1.9650517840000001,0.5939015303327576,17
Physiology(medical)(Q2),44,3000,468.3529411764706,788.2414716614819,0.021404372,0.184632451,0.07795071623529412,0.042176602013238244,-1.872770444,0.087081058,-0.4649959815294118,0.4255297626976148,-0.167361088,0.010724889,-0.06725564123529412,0.04609102495180515,0.39070691,0.710266889,0.5762441178823529,0.08586111925692022,0.419077433,0.793697089,0.6434997590588236,0.10768546542503779,29.54263566,72.72727273,49.54785897058824,14.584010197935125,1.212962963,6.954545455,2.9191516321764706,1.4719087157065949,17
ReproductiveMedicine(Q1),27,1543,368.7647058823529,398.3378794145375,0.024894482,0.236777185,0.09009352994117646,0.057700621719270595,-1.113188996,0.17884158,-0.3313994311176471,0.3631574353435725,-0.137917356,0.021277047,-0.04247426458823529,0.04255215476164539,0.416563709,0.657553086,0.5092998140588235,0.07920588251158375,0.43537015,0.729494199,0.5517740788235295,0.1135206270720607,23.68581081,163.6547619,52.17333891941176,31.413056481621158,1.153846154,6.679487179,3.429247983058824,1.7545879523730845,17
EmergencyMedicine(Q1),32,444,180.75,126.79668765389734,0.021404372,0.22433454,0.0955068520625,0.0511856937002149,-1.185633068,0.462609778,-0.38341569393749997,0.3637161025330285,-0.14296165,0.141969621,-0.0390374323125,0.06235566596321695,0.280055299,0.589484968,0.4333032691875,0.07743409244808705,0.317943976,0.649823501,0.4723407014375,0.09253189817678219,20.73271889,72.38235294,37.57464516625,15.554767832929187,1.272727273,6.074626866,2.784983630375,1.4603497841084956,16
"Endocrinology,DiabetesandMetabolism(Q3)",24,431,91.25,113.21454559080884,0.025159344,0.098585086,0.0602872895625,0.01939566537842268,-0.95717237,-0.058338245,-0.3926683045625,0.2756775943246707,-0.144345462,-0.009808499,-0.0670058444375,0.03986611407349885,0.222441943,0.58304558,0.4856321858125,0.0966465634144999,0.324828586,0.723671395,0.55263803025,0.1105562040797367,24.83653846,103.9117647,41.588977189375,21.669976760082296,1.09375,2.547945205,1.7792475175625,0.46364353019719695,16
PharmaceuticalScience(Q2),21,957,196.875,296.3794583525203,0.022794154,0.130085735,0.0790555600625,0.027870443097718117,-1.996903212,-0.076679853,-0.649632807875,0.5088200733161393,-0.215132776,-0.009247563,-0.086963578625,0.050001049184740944,0.334433164,0.653459899,0.5275364661874999,0.104093892225893,0.343680727,0.748647568,0.6145000449375,0.1317304783143299,19.41025641,96.0,34.96448444625,18.155859737109807,1.307692308,4.196428571,1.963763839625,0.6895712707130027,16
Neurology(Q3),22,369,94.375,98.31166427913493,0.035595931,0.095537644,0.06323869,0.01550910776053692,-0.83140948,0.077134456,-0.37939418287500004,0.2760787076271215,-0.107271418,0.000450638,-0.055032306875,0.03516126299739739,0.267167734,0.658470873,0.50751760775,0.10926840823157247,0.309529697,0.739620508,0.5625499145625,0.12682296767416143,26.69047619,125.4047619,50.040328115625,23.486374628066844,1.272727273,8.833333333,2.5879268364375,1.7759146257874263,16
DevelopmentalBiology(Q1),36,4639,943.6875,1259.9116751449947,0.011808686,0.137588078,0.0510690035625,0.03140449539680705,-0.808337292,0.348307226,-0.2236036894375,0.25558080407463685,-0.080362199,0.072507216,-0.0429865071875,0.03586175625836293,0.465697244,0.683693504,0.6228937685625,0.0693913737453409,0.418719595,0.746852676,0.66588027575,0.09727926115217456,43.3446712,157.2222222,69.62749381,30.83816118398487,1.184100418,8.139290883,2.6985473959375,1.8561087477257263,16
Medicine(miscellaneous)(Q4),21,934,185.5625,284.5051771643766,0.046488786,0.163108633,0.0912173100625,0.033124516930427964,-1.123360997,0.717047921,-0.3569135003125,0.49383369311225916,-0.13373942,0.06645088,-0.04541679775,0.05777039584892376,0.311150039,0.614470137,0.471937670625,0.08170813604629212,0.327460794,0.725772117,0.51735446825,0.12771426945268705,13.92592593,37.21627409,24.76219382875,6.1622227257084035,1.045454545,3.358024691,1.8494418310625,0.6701806580865302,16
SportsScience(Q1),25,13281,1388.6875,3314.6911111746144,0.038556531,0.281902931,0.13512009025,0.062474518909490094,-2.172068839,0.274429951,-0.43985836824999996,0.5576395440526195,-0.145555752,0.016240513,-0.04023031275,0.04125561243207505,0.338644721,0.652082862,0.4787215548125,0.10317514648955539,0.322404208,0.767496302,0.5189518676875,0.13644818575435244,31.08360129,77.48905973,40.3491579125,11.988324830817024,1.36,8.730878187,4.6923997755624995,2.059678014694162,16
OrthopedicsandSportsMedicine(Q3),23,985,190.53333333333333,289.93641339011526,0.047427331,0.216194049,0.08570827919999999,0.04166711364067871,-1.755356015,0.635268433,-0.2694548248666667,0.6001736089494223,-0.159932067,0.10958011,-0.0291173262,0.06549748225626656,0.242727608,0.650338933,0.5060721642666667,0.0971569116288703,0.295360057,0.766874539,0.5351894906666667,0.1281218284752892,23.45614035,56.875,34.16882223266667,10.377719970904856,1.260869565,8.653061224,2.3546958347999998,1.7992324945829037,15
Biomaterials(Q1),26,2390,487.26666666666665,756.9172880522553,0.017692535,0.113009704,0.06022163153333334,0.02837651719930528,-0.934202712,0.03226945,-0.39434850893333334,0.26569659835996035,-0.144433698,0.007513488,-0.07181139926666667,0.03516401240647806,0.567287608,0.684370639,0.6294758192,0.028636969414146743,0.600384635,0.761148088,0.7012872183333333,0.047653296495783676,31.06521739,131.3703704,56.073338211999996,25.446740009212753,1.315789474,4.999469496,2.2775786684666666,0.9582393369163872,15
LanguageandLinguistics(Q1),26,636,163.0,166.47822680458845,0.05474943,0.19491996,0.11776660239999999,0.043412229807408095,-1.202898555,0.036767061,-0.38603189173333335,0.3361962943162522,-0.115240209,0.00355354,-0.0370761984,0.032123150992716724,0.272482587,0.712053271,0.5865318199333333,0.14695452242984314,0.276533437,0.776234242,0.6236080184666667,0.16044512688268842,20.70484581,55.13868613,35.40109542066667,8.610200711033826,1.423076923,6.641025641,3.5578802774666665,1.5552449041319656,15
CondensedMatterPhysics(Q1),22,1067,352.93333333333334,394.35253747062893,0.025888452,0.213428249,0.09106616153333333,0.050539130734751185,-1.564111589,-0.17189747,-0.5406056428666666,0.3476536060371285,-0.109350956,-0.035328897,-0.06892818893333333,0.023348461065687234,0.559398721,0.689869246,0.6517660642,0.029210959320108764,0.662469901,0.762367319,0.7206942532666667,0.02617899018335378,22.55670103,125.7391304,41.70335854466667,25.402043869295415,1.340425532,5.182692308,2.5553826814,1.0452514521430138,15
PhysicalandTheoreticalChemistry(Q1),59,4189,706.7333333333333,1073.798229694591,0.04092032,0.210678528,0.10012571833333334,0.053748541915822595,-1.952811055,0.764008316,-0.6459481676666667,0.667970576291557,-0.107263362,0.076889584,-0.06258569746666667,0.043585031412315206,0.475895349,0.705606692,0.6362463347999999,0.05894399755001413,0.399005765,0.771543447,0.6988320323333334,0.09234364291946257,24.17536408,72.20219623,39.099944459999996,11.17300925569721,1.513274336,6.090584029,3.1183462922666667,1.635159851742044,15
"Pharmacology,ToxicologyandPharmaceutics(miscellaneous)(Q1)",22,4705,526.4,1174.8535957422828,0.015875785,0.344814618,0.08012874660000001,0.07638347239473028,-1.128691274,0.348259874,-0.2442937968,0.34787297013384755,-0.138759815,0.047308749,-0.045399886533333336,0.052217020429898085,0.421594204,0.621638996,0.5253737738,0.07568623846653828,0.377992377,0.75702712,0.5707736602666666,0.1169859782085224,18.32032301,145.0,45.112074121999996,30.347382279316164,1.232876712,5.911170929,2.1016691258,1.2004203693744604,15
Dermatology(Q2),22,1392,190.2,374.68752695698697,0.046559995,0.343401252,0.10293463266666666,0.07991159751380775,-4.542580782,0.040592049,-0.9568577024666668,1.1727710649479983,-0.173646706,0.003722942,-0.08279115899999999,0.056634888240618665,0.222090883,0.586055797,0.4711311611333333,0.09279787131781805,0.342189287,0.749360708,0.55392232,0.11959273861656436,22.60606061,76.95890411,32.812749907333334,12.996044435733763,1.136363636,8.608695652,2.6029683578,1.9911102075765352,15
AnalyticalChemistry(Q1),23,2543,469.46666666666664,784.0102829743521,0.025888452,0.25776214,0.10699359226666666,0.06788939795060131,-2.306871408,-0.17189747,-0.8624095328,0.6656541908474736,-0.143977988,-0.051945297,-0.07845461446666667,0.022002678871413852,0.575895895,0.681652906,0.6367338455333333,0.028165273963354602,0.677318873,0.777177975,0.7151884599333334,0.025811554558816244,25.10810811,125.7391304,43.87142228266667,25.200364304376297,1.598591549,7.336569579,3.3068556127333335,1.7844689449849447,15
NanoscienceandNanotechnology(Q1),43,1885,446.53333333333336,492.2811140375947,0.014921605,0.187041028,0.08209614793333334,0.04444894834672547,-1.166885833,0.401779592,-0.41644954920000005,0.42776973802503665,-0.104162627,0.047056666,-0.05339970506666667,0.043060114337360046,0.453980653,0.683697353,0.6308507658666667,0.05549082721985673,0.453318095,0.764197118,0.6842504709333334,0.08564481135681527,28.5036855,116.4418605,45.74268456,21.236701714251595,1.340425532,6.636010363,2.8095601939333337,1.482216036496267,15
PhysicsandAstronomy(miscellaneous)(Q1),22,8460,753.8,2149.9941594605057,0.047357941,0.258949034,0.11640041053333335,0.07192841278279344,-3.679853836,-0.088758333,-0.9695569038000001,0.9749901551684707,-0.160297563,-0.004615164,-0.0793172644,0.04111931661004505,0.564077576,0.692983505,0.6475336174666667,0.04378409194770792,0.617184573,0.82161623,0.7268508818666667,0.050788804681197924,17.87692308,61.10526316,36.502720926,11.122159552189112,1.184210526,6.090584029,2.8631023481333333,1.3923474434192304,15
HealthInformatics(Q1),22,2094,510.46666666666664,602.7947846331722,0.042921311,0.193509565,0.11112401173333333,0.0461100515616644,-2.559581054,0.316547844,-0.516583413,0.7182500358697012,-0.165721201,0.007294153,-0.05689163826666667,0.05641490178016792,0.15227455,0.699026842,0.4462567807333333,0.1277325854118995,0.274948216,0.783962708,0.5031484192,0.148411780715763,20.49186992,40.90282132,31.40422926933333,5.32295527094562,1.195652174,4.987895091,2.991686574,1.1599610178029327,15
Virology(Q1),33,34336,2850.9333333333334,8786.205157328543,0.024069164,0.257611928,0.06794333166666666,0.06242386733171033,-1.977047099,0.362108919,-0.4923257561333333,0.6196439462769701,-0.151038175,0.057186009,-0.06499096413333333,0.05413225033930472,0.337249235,0.638086498,0.5649517548666666,0.09888405298544557,0.289151495,0.715447799,0.6299427188666668,0.1361712849721983,22.39473684,90.71084337,56.130709274666664,19.300692456199663,1.318181818,11.98293336,2.7582534503333336,2.6357084543403055,15
Urology(Q2),33,996,210.21428571428572,282.82834657504475,0.048261143,0.108677888,0.06844511592857143,0.018830091798804734,-1.517918912,0.101015808,-0.4479326674285714,0.43999129788361474,-0.189589234,0.015397928,-0.07117267414285715,0.057019349469292865,0.241150836,0.563427983,0.4144910055,0.10665027608261664,0.330463899,0.72331751,0.4856636795,0.12754850840250695,22.92857143,49.5,31.783463594285713,7.696020875507388,1.164473684,2.570552147,1.727379997,0.4512493685058948,14
Parasitology(Q1),24,19596,2379.285714285714,5216.314605728268,0.036430267,0.184099536,0.07575371385714287,0.04633490552722042,-1.550039186,0.117009813,-0.39779324885714284,0.3911328063367988,-0.11156349,0.013916321,-0.05792036164285714,0.03693857405852477,0.46213182,0.646624228,0.5811388327857143,0.06902140031742347,0.461957274,0.748043877,0.6390591944285714,0.09965191646097839,30.25870647,100.4166667,51.01999380357143,17.79934737602315,1.36,7.152020821,2.9201568837857144,1.5028953718055145,14
Histology(Q1),29,1824,374.14285714285717,529.2960284323751,0.024778906,0.119580659,0.059566656071428574,0.02983100812417327,-0.970251372,-0.023321504,-0.2638402537857143,0.24188991758018608,-0.101593465,0.008553876,-0.05167913535714286,0.03314012117070231,0.459010703,0.684908292,0.6037115525714285,0.06279886661473864,0.466897496,0.754433894,0.6553906878571428,0.08572472807572996,37.15492958,98.46511628,60.96579128571428,20.01029150920314,1.127659574,4.485863874,2.443080712642857,0.9911731082623704,14
PulmonaryandRespiratoryMedicine(Q3),23,378,137.78571428571428,114.45333518105068,0.039661933,0.201964751,0.08355611442857143,0.039112121922821166,-1.186309944,0.169532138,-0.34553802042857146,0.337318680004151,-0.138407579,0.02020279,-0.05498546585714286,0.04844177121270482,0.246844463,0.630381469,0.4810376040714286,0.10280452375948035,0.291304587,0.705166256,0.5360230698571429,0.12809333679954663,17.28571429,61.50793651,32.08560211,13.162242741824977,1.0,4.534482759,2.1058508291428573,1.0739647651066444,14
NeuropsychologyandPhysiologicalPsychology(Q1),22,2133,401.85714285714283,560.6448014622034,0.023604927,0.174677364,0.06549055814285713,0.04203673282321198,-0.568780863,0.006226535,-0.2031329205,0.14687556541834257,-0.103014217,-0.004829331,-0.044797793071428574,0.02942238264648864,0.591597968,0.712053271,0.6617948019285714,0.03391500067921464,0.668562347,0.747182871,0.7065925951428572,0.022647816380073623,18.22727273,175.4852459,61.98836415714286,39.67870960015886,1.454545455,5.86827957,2.6205631879999998,1.165002743442659,14
InsectScience(Q1),23,34336,2574.214285714286,9142.566128395676,0.032505158,0.307975405,0.12578738928571429,0.07980594350849822,-2.62438862,-0.105657699,-0.8689997172857142,0.6680056890010727,-0.101419648,0.011923297,-0.06838245750000001,0.028458000789568925,0.519230909,0.668506367,0.6385200317142857,0.03656391088352052,0.507307612,0.752596911,0.7069024892857143,0.06070192945232082,17.24137931,52.42857143,39.531265270714286,10.541370667012428,1.163265306,11.98293336,4.002904459285714,2.833884947188629,14
Physiology(medical)(Q3),22,918,221.78571428571428,279.5295989753084,0.025159344,0.140784879,0.07977330142857143,0.03671042873877429,-1.407237236,0.053053435,-0.4036411403571428,0.37988768720912836,-0.124129152,-0.003213145,-0.06285610592857142,0.03944468919403758,0.416458215,0.675559175,0.5283410072857143,0.08791336164370786,0.41967136,0.763746224,0.5911971132857143,0.12040170939033874,24.13888889,103.9117647,41.645742575,20.342660432766706,1.153846154,4.201456311,2.232474045,1.0007041991778836,14
Dentistry(miscellaneous)(Q2),30,417,158.78571428571428,141.73929403142753,0.042118545,0.335690649,0.0996126155,0.07432957410287033,-4.524671593,0.524186274,-0.422121134,1.2145240879121906,-0.158722228,0.10958011,-0.02622546942857143,0.061903633240636455,0.299857872,0.578163815,0.46792357621428576,0.08007056715033356,0.321529883,0.736886042,0.49414904571428575,0.10808373213696172,21.33333333,38.95774648,28.00342855,4.942294743661436,1.253521127,7.133333333,2.3839206217857147,1.5792856155926867,14
Virology(Q2),24,3105,593.2142857142857,897.1185650627344,0.036094637,0.126931299,0.06222106285714286,0.025624264191752618,-1.201345126,-0.009208018,-0.39644584828571433,0.3201462121865553,-0.153588026,0.008642866,-0.059118772714285714,0.038640621165992026,0.420072507,0.66209085,0.5680218714285714,0.09518512426849522,0.445966315,0.737925668,0.627140644,0.11572562855622665,29.72721417,100.4166667,49.95604420714285,19.860706627258047,1.16,4.622306034,2.4147211097142858,1.0182582901368107,14
Hepatology(Q1),27,1599,509.14285714285717,522.8962034289784,0.023373388,0.135396112,0.07796194442857142,0.0362476226433578,-1.859469649,0.145993105,-0.4101919925,0.5209552243442214,-0.150952063,0.021206706,-0.056283431642857144,0.056620790171780774,0.283375548,0.624937955,0.44388129428571427,0.1070161664435955,0.304087636,0.73878276,0.5001647260000001,0.14702834023606742,32.255,116.9248555,54.15347248285714,27.61145659385136,1.601156069,4.724828018,2.976905872,1.0527848366235477,14
Parasitology(Q2),23,3105,360.3076923076923,829.2187472369584,0.036094637,0.19280445,0.09261149984615386,0.04888562284597658,-1.201345126,-0.180384869,-0.5738826016923076,0.3844862054771074,-0.096796296,-0.025919789,-0.06509140569230769,0.0219341481320548,0.465953819,0.660024937,0.6064942163846154,0.059314729573038426,0.522524496,0.749502064,0.6715856221538462,0.07089115500015714,26.82608696,63.80405405,41.25446513923077,12.053406561470474,1.205128205,7.289855072,3.0702409745384616,1.846194498987014,13
Gastroenterology(Q3),25,275,113.84615384615384,82.64970876521198,0.038027397,0.112627307,0.07403461461538462,0.01994984003070118,-1.343232262,0.145334255,-0.48206256876923076,0.49902248105842834,-0.199570982,0.012723888,-0.07008514607692308,0.07238302427479121,0.154735298,0.600966226,0.43201483100000004,0.12370325499931387,0.222563238,0.779982703,0.5020999767692308,0.16738029113749656,17.39583333,43.27868852,26.744513425384618,7.02627494099233,1.064516129,2.38071066,1.5644548557692308,0.4464969463699702,13
Otorhinolaryngology(Q2),22,412,109.38461538461539,112.16991460988879,0.031842035,0.205421871,0.11126762200000001,0.05885028504984689,-0.902802736,0.170987947,-0.21630213469230772,0.34499024559479496,-0.08785422,0.045353856,-0.01588098723076923,0.03770246520814891,0.390724811,0.624404226,0.4604990179230769,0.06010160300827224,0.355343774,0.712258446,0.4763800050769231,0.08659941552546455,17.61363636,45.40909091,31.47200538846154,6.602149565857291,1.318181818,6.348484848,2.958684550923077,1.5837304400968037,13
